grid_ID,cell_length,cell_area,dist_shore_m,num_trks,trk_length_sum_m,trk_length_sum_km,stand_trk_length_m,X,adjusted_count_sum,count_sum,Y_centroid_UTM_lat,X_centroid_UTM_lon,sst_clim,chlor_clim,bath,bath_buff_500
61,3726,781550,6476.107872,0,0,0,0,61,0,0,6297673.021,526938.5633,7.568737507,6.641794682,-728,-707.5
62,3726,781550,7535.288266,0,0,0,0,62,0,0,6297673.021,528163.5633,7.568737507,6.641794682,-597,-617.5
63,3726,781550,6318.167816,0,0,0,0,63,0,0,6297673.021,529388.5633,7.568737507,6.641794682,-475,-450
71,3726,781550,1973.702334,0,0,0,0,71,0,0,6298311.021,522038.5633,7.591190815,5.775695801,-753,-685
72,3726,781550,3133.693377,0,0,0,0,72,0,0,6298311.021,523263.5633,7.591190815,5.775695801,-832,-840.5
73,3726,781550,4329.644033,0,0,0,0,73,0,0,6298311.021,524488.5633,7.591190815,5.775695801,-831,-836
74,3726,781550,5538.307569,1,647.6893633,0.647689363,0.000828724,74,0,0,6298311.021,525713.5633,7.568737507,6.641794682,-793,-778
75,3726,781550,6688.994084,0,0,0,0,75,0,0,6298311.021,526938.5633,7.568737507,6.641794682,-730,-712
76,3726,781550,7413.346724,0,0,0,0,76,0,0,6298311.021,528163.5633,7.568737507,6.641794682,-610,-631
77,3726,781550,6204.855058,0,0,0,0,77,0,0,6298311.021,529388.5633,7.568737507,6.641794682,-501,-468
85,3726,781550,2292.939831,0,0,0,0,85,0,0,6298949.021,522038.5633,7.495087624,5.805426598,-742,-742
86,3726,781550,3353.193777,0,0,0,0,86,0,0,6298949.021,523263.5633,7.495087624,5.805426598,-818,-818
87,3726,781550,4491.068,0,0,0,0,87,0,0,6298949.021,524488.5633,7.495087624,5.805426598,-822,-822
88,3726,781550,5665.397166,1,649.4592168,0.649459217,0.000830989,88,0,0,6298949.021,525713.5633,7.595879555,5.912423134,-791,-791
89,3726,781550,6857.478277,0,0,0,0,89,0,0,6298949.021,526938.5633,7.595879555,5.912423134,-738,-738
90,3726,781550,7344.994082,0,0,0,0,90,0,0,6298949.021,528163.5633,7.595879555,5.912423134,-632,-621
91,3726,781550,6123.026596,0,0,0,0,91,0,0,6298949.021,529388.5633,7.595879555,5.912423134,-543,-522
100,3726,781550,2633.712875,0,0,0,0,100,0,0,6299587.021,522038.5633,7.495087624,5.805426598,-742,-695.5
101,3726,781550,3669.333061,0,0,0,0,101,0,0,6299587.021,523263.5633,7.495087624,5.805426598,-818,-825
102,3726,781550,4733.67237,0,0,0,0,102,0,0,6299587.021,524488.5633,7.495087624,5.805426598,-822,-826
103,3726,781550,5859.580819,1,650.1025581,0.650102558,0.000831812,103,0,0,6299587.021,525713.5633,7.595879555,5.912423134,-791,-791
104,3726,781550,7018.758484,0,0,0,0,104,0,0,6299587.021,526938.5633,7.595879555,5.912423134,-738,-722.5
105,3726,781550,7331.729295,0,0,0,0,105,0,0,6299587.021,528163.5633,7.595879555,5.912423134,-632,-652.5
106,3726,781550,6107.108243,0,0,0,0,106,0,0,6299587.021,529388.5633,7.595879555,5.912423134,-543,-510.5
117,3726,781550,3010.540809,0,0,0,0,117,0,0,6300225.021,522038.5633,7.495087624,5.805426598,-743,-702.5
118,3726,781550,4010.106105,0,0,0,0,118,0,0,6300225.021,523263.5633,7.495087624,5.805426598,-809,-815
119,3726,781550,5045.726291,0,0,0,0,119,0,0,6300225.021,524488.5633,7.495087624,5.805426598,-816,-818.5
120,3726,781550,6114.469536,1,651.0845384,0.651084538,0.000833068,120,0,0,6300225.021,525713.5633,7.595879555,5.912423134,-791,-781.5
121,3726,781550,7232.912344,0,0,0,0,121,0,0,6300225.021,526938.5633,7.595879555,5.912423134,-750,-736.5
122,3726,781550,7373.849664,0,0,0,0,122,0,0,6300225.021,528163.5633,7.595879555,5.912423134,-654,-675.5
123,3726,781550,6157.611184,0,0,0,0,123,0,0,6300225.021,529388.5633,7.595879555,5.912423134,-593,-573
135,3726,781550,3277.075141,0,0,0,0,135,0,0,6300863.021,522038.5633,7.495087624,5.805426598,-763,-763
136,3726,781550,4364.901506,0,0,0,0,136,0,0,6300863.021,523263.5633,7.495087624,5.805426598,-808,-808
137,3726,781550,5386.499335,0,0,0,0,137,0,0,6300863.021,524488.5633,7.495087624,5.805426598,-812,-812
138,3726,781550,6422.840184,1,660.5067112,0.660506711,0.000845124,138,0,0,6300863.021,525713.5633,7.595879555,5.912423134,-792,-792
139,3726,781550,7495.409215,0,0,0,0,139,0,0,6300863.021,526938.5633,7.595879555,5.912423134,-734,-746.5
140,3726,781550,7470.418413,0,0,0,0,140,0,0,6300863.021,528163.5633,7.595879555,5.912423134,-663,-663
141,3726,781550,6272.931364,0,0,0,0,141,0,0,6300863.021,529388.5633,7.595879555,5.912423134,-582,-582
154,3726,781550,2130.059263,0,0,0,0,154,0,0,6301501.021,520813.5633,7.495087624,5.805426598,-501,-549.5
155,3726,781550,3340.642951,0,0,0,0,155,0,0,6301501.021,522038.5633,7.495087624,5.805426598,-763,-763
156,3726,781550,4558.934984,0,0,0,0,156,0,0,6301501.021,523263.5633,7.495087624,5.805426598,-808,-813
157,3726,781550,5732.07749,0,0,0,0,157,0,0,6301501.021,524488.5633,7.495087624,5.805426598,-812,-814
158,3726,781550,6762.892565,1,665.3773622,0.665377362,0.000851356,158,0,0,6301501.021,525713.5633,7.595879555,5.912423134,-792,-792
159,3726,781550,7801.370753,0,0,0,0,159,0,0,6301501.021,526938.5633,7.595879555,5.912423134,-734,-746.5
160,3726,781550,7619.365569,0,0,0,0,160,0,0,6301501.021,528163.5633,7.595879555,5.912423134,-663,-663
161,3726,781550,6449.592879,0,0,0,0,161,0,0,6301501.021,529388.5633,7.595879555,5.912423134,-582,-555.5
175,3726,781550,2214.222491,0,0,0,0,175,0,0,6302139.021,520813.5633,7.495087624,5.805426598,-508,-562.5
176,3726,781550,3430.868026,0,0,0,0,176,0,0,6302139.021,522038.5633,7.495087624,5.805426598,-758,-727
177,3726,781550,4651.900642,0,0,0,0,177,0,0,6302139.021,523263.5633,7.495087624,5.805426598,-805,-808.5
178,3726,781550,5859.736653,1,244.5151599,0.24451516,0.000312859,178,0,0,6302139.021,524488.5633,7.495087624,5.805426598,-807,-809
179,3726,781550,7068.451493,1,420.9792842,0.420979284,0.000538647,179,0,0,6302139.021,525713.5633,7.595879555,5.912423134,-790,-784
180,3726,781550,8139.285794,0,0,0,0,180,0,0,6302139.021,526938.5633,7.595879555,5.912423134,-737,-749.5
181,3726,781550,7817.697875,0,0,0,0,181,0,0,6302139.021,528163.5633,7.595879555,5.912423134,-661,-685.5
182,3726,781550,6680.047104,0,0,0,0,182,0,0,6302139.021,529388.5633,7.595879555,5.912423134,-539,-513
195,3726,781550,2213.5766,0,0,0,0,195,0,0,6302777.021,520813.5633,7.495087624,5.805426598,-536,-584.5
196,3726,781550,3430.451215,0,0,0,0,196,0,0,6302777.021,522038.5633,7.495087624,5.805426598,-768,-768
197,3726,781550,4651.593244,0,0,0,0,197,0,0,6302777.021,523263.5633,7.495087624,5.805426598,-807,-809
198,3726,781550,5874.341996,1,667.5304904,0.66753049,0.000854111,198,0,0,6302777.021,524488.5633,7.495087624,5.805426598,-804,-806
199,3726,781550,7092.411016,0,0,0,0,199,0,0,6302777.021,525713.5633,7.595879555,5.912423134,-787,-787
200,3726,781550,8300.525147,0,0,0,0,200,0,0,6302777.021,526938.5633,7.595879555,5.912423134,-734,-748.5
201,3726,781550,8055.692696,0,0,0,0,201,0,0,6302777.021,528163.5633,7.595879555,5.912423134,-656,-656
202,3726,781550,6922.948984,0,0,0,0,202,0,0,6302777.021,529388.5633,7.595879555,5.912423134,-515,-484
214,3726,781550,2171.707498,0,0,0,0,214,0,0,6303415.021,520813.5633,7.495087624,5.805426598,-536,-584.5
215,3726,781550,3362.697898,0,0,0,0,215,0,0,6303415.021,522038.5633,7.495087624,5.805426598,-768,-768
216,3726,781550,4571.696715,0,0,0,0,216,0,0,6303415.021,523263.5633,7.495087624,5.805426598,-807,-809
217,3726,781550,5787.42901,1,666.3281958,0.666328196,0.000852573,217,0,0,6303415.021,524488.5633,7.495087624,5.805426598,-804,-806
218,3726,781550,7006.390529,0,0,0,0,218,0,0,6303415.021,525713.5633,7.595879555,5.912423134,-787,-787
219,3726,781550,8227.146039,0,0,0,0,219,0,0,6303415.021,526938.5633,7.595879555,5.912423134,-734,-748.5
220,3726,781550,8298.594576,0,0,0,0,220,0,0,6303415.021,528163.5633,7.595879555,5.912423134,-656,-656
232,3726,781550,2077.887315,0,0,0,0,232,0,0,6304053.021,520813.5633,7.477543831,5.223338127,-593,-627.5
233,3726,781550,3302.883497,0,0,0,0,233,0,0,6304053.021,522038.5633,7.477543831,5.223338127,-792,-759
234,3726,781550,4527.881744,0,0,0,0,234,0,0,6304053.021,523263.5633,7.477543831,5.223338127,-810,-811.5
235,3726,781550,5752.880738,1,666.5468226,0.666546823,0.000852852,235,0,0,6304053.021,524488.5633,7.477543831,5.223338127,-799,-802
236,3726,781550,6973.102225,0,0,0,0,236,0,0,6304053.021,525713.5633,7.536188126,5.826029778,-781,-774
237,3726,781550,8184.562002,0,0,0,0,237,0,0,6304053.021,526938.5633,7.536188126,5.826029778,-701,-719
238,3726,781550,8541.585623,0,0,0,0,238,0,0,6304053.021,528163.5633,7.536188126,5.826029778,-601,-634.5
250,3726,781550,2040.323027,0,0,0,0,250,0,0,6304691.021,520813.5633,7.477543831,5.223338127,-600,-634.5
251,3726,781550,3243.581134,0,0,0,0,251,0,0,6304691.021,522038.5633,7.477543831,5.223338127,-770,-770
252,3726,781550,4458.695896,0,0,0,0,252,0,0,6304691.021,523263.5633,7.477543831,5.223338127,-798,-799.5
253,3726,781550,5678.060375,1,669.2505111,0.669250511,0.000856312,253,0,0,6304691.021,524488.5633,7.477543831,5.223338127,-788,-791.5
254,3726,781550,6899.421725,0,0,0,0,254,0,0,6304691.021,525713.5633,7.536188126,5.826029778,-763,-763
255,3726,781550,8121.879134,0,0,0,0,255,0,0,6304691.021,526938.5633,7.536188126,5.826029778,-648,-674
256,3726,781550,8792.747377,0,0,0,0,256,0,0,6304691.021,528163.5633,7.536188126,5.826029778,-521,-521
267,3726,781550,751.219429,0,0,0,0,267,0,0,6305329.021,519588.5633,7.358822346,5.813364983,-364,-364
268,3726,781550,1975.367528,0,0,0,0,268,0,0,6305329.021,520813.5633,7.477543831,5.223338127,-600,-634.5
269,3726,781550,3199.515627,0,0,0,0,269,0,0,6305329.021,522038.5633,7.477543831,5.223338127,-770,-770
270,3726,781550,4423.663725,0,0,0,0,270,0,0,6305329.021,523263.5633,7.477543831,5.223338127,-798,-798
271,3726,781550,5647.811824,1,666.9430283,0.666943028,0.000853359,271,0,0,6305329.021,524488.5633,7.477543831,5.223338127,-788,-788
272,3726,781550,6871.959923,0,0,0,0,272,0,0,6305329.021,525713.5633,7.536188126,5.826029778,-763,-763
273,3726,781550,8096.108022,0,0,0,0,273,0,0,6305329.021,526938.5633,7.536188126,5.826029778,-648,-674
274,3726,781550,9079.411163,0,0,0,0,274,0,0,6305329.021,528163.5633,7.536188126,5.826029778,-521,-521
285,3726,781550,739.2814652,0,0,0,0,285,0,0,6305967.021,519588.5633,7.358822346,5.813364983,-442,-488
286,3726,781550,1959.635284,0,0,0,0,286,0,0,6305967.021,520813.5633,7.477543831,5.223338127,-676,-649.5
287,3726,781550,3183.559927,0,0,0,0,287,0,0,6305967.021,522038.5633,7.477543831,5.223338127,-756,-737.5
288,3726,781550,4408.082028,1,60.64446424,0.060644464,7.76E-05,288,0,0,6305967.021,523263.5633,7.477543831,5.223338127,-785,-787.5
289,3726,781550,5632.811956,1,607.0355478,0.607035548,0.000776707,289,0,0,6305967.021,524488.5633,7.477543831,5.223338127,-774,-778
290,3726,781550,6857.638361,0,0,0,0,290,0,0,6305967.021,525713.5633,7.536188126,5.826029778,-742,-729
291,3726,781550,8082.517383,0,0,0,0,291,0,0,6305967.021,526938.5633,7.536188126,5.826029778,-583,-621
292,3726,781550,9307.428249,0,0,0,0,292,0,0,6305967.021,528163.5633,7.536188126,5.826029778,-425,-425
303,3726,781550,1036.501884,0,0,0,0,303,0,0,6306605.021,519588.5633,7.358822346,5.813364983,-472,-517
304,3726,781550,2093.017002,0,0,0,0,304,0,0,6306605.021,520813.5633,7.477543831,5.223338127,-683,-660.5
305,3726,781550,3267.35421,0,0,0,0,305,0,0,6306605.021,522038.5633,7.477543831,5.223338127,-744,-730.5
306,3726,781550,4468.974926,1,665.9187453,0.665918745,0.000852049,306,0,0,6306605.021,523263.5633,7.477543831,5.223338127,-772,-774.5
307,3726,781550,5680.591541,0,0,0,0,307,0,0,6306605.021,524488.5633,7.477543831,5.223338127,-753,-758.5
308,3726,781550,6896.937988,0,0,0,0,308,0,0,6306605.021,525713.5633,7.536188126,5.826029778,-706,-689.5
309,3726,781550,8115.887935,0,0,0,0,309,0,0,6306605.021,526938.5633,7.536188126,5.826029778,-452,-507.5
310,3726,781550,9336.42171,0,0,0,0,310,0,0,6306605.021,528163.5633,7.536188126,5.826029778,-307,-307
322,3726,781550,1205.759099,0,0,0,0,322,0,0,6307243.021,519588.5633,7.358822346,5.813364983,-498,-485
323,3726,781550,2394.860725,0,0,0,0,323,0,0,6307243.021,520813.5633,7.477543831,5.223338127,-693,-693
324,3726,781550,3468.463818,0,0,0,0,324,0,0,6307243.021,522038.5633,7.477543831,5.223338127,-740,-742
325,3726,781550,4618.048789,1,666.4452535,0.666445254,0.000852722,325,0,0,6307243.021,523263.5633,7.477543831,5.223338127,-772,-764.5
326,3726,781550,5798.599657,0,0,0,0,326,0,0,6307243.021,524488.5633,7.477543831,5.223338127,-753,-735.5
327,3726,781550,6994.454327,0,0,0,0,327,0,0,6307243.021,525713.5633,7.536188126,5.826029778,-706,-668
328,3726,781550,8198.919118,0,0,0,0,328,0,0,6307243.021,526938.5633,7.536188126,5.826029778,-452,-452
342,3726,781550,1323.91457,0,0,0,0,342,0,0,6307881.021,519588.5633,7.358822346,5.813364983,-498,-542.5
343,3726,781550,2500.789001,0,0,0,0,343,0,0,6307881.021,520813.5633,7.477543831,5.223338127,-693,-676
344,3726,781550,3708.960968,0,0,0,0,344,0,0,6307881.021,522038.5633,7.477543831,5.223338127,-740,-740
345,3726,781550,4847.174469,1,664.8479591,0.664847959,0.000850679,345,0,0,6307881.021,523263.5633,7.477543831,5.223338127,-757,-756.5
346,3726,781550,5982.681982,0,0,0,0,346,0,0,6307881.021,524488.5633,7.477543831,5.223338127,-718,-727.5
347,3726,781550,7147.805052,0,0,0,0,347,0,0,6307881.021,525713.5633,7.536188126,5.826029778,-630,-589
348,3726,781550,8330.126075,0,0,0,0,348,0,0,6307881.021,526938.5633,7.536188126,5.826029778,-333,-381.5
361,3726,781550,765.469857,0,0,0,0,361,0,0,6308519.021,518363.5633,7.25372839,5.192373276,-303,-245
362,3726,781550,1673.726846,0,0,0,0,362,0,0,6308519.021,519588.5633,7.25372839,5.192373276,-541,-579.5
363,3726,781550,2702.324443,0,0,0,0,363,0,0,6308519.021,520813.5633,7.274085045,5.345247746,-704,-694.5
364,3726,781550,3847.727021,0,0,0,0,364,0,0,6308519.021,522038.5633,7.274085045,5.345247746,-739,-730
365,3726,781550,5030.775196,1,664.2143959,0.664214396,0.000849868,365,0,0,6308519.021,523263.5633,7.274085045,5.345247746,-740,-739
366,3726,781550,6226.981405,0,0,0,0,366,0,0,6308519.021,524488.5633,7.274085045,5.345247746,-678,-691
367,3726,781550,7353.49786,0,0,0,0,367,0,0,6308519.021,525713.5633,7.279105186,5.090938091,-551,-489.5
368,3726,781550,8507.280067,0,0,0,0,368,0,0,6308519.021,526938.5633,7.279105186,5.090938091,-212,-246.5
381,3726,781550,678.5952958,0,0,0,0,381,0,0,6309157.021,518363.5633,7.25372839,5.192373276,-357,-357
382,3726,781550,1903.316648,0,0,0,0,382,0,0,6309157.021,519588.5633,7.25372839,5.192373276,-586,-586
383,3726,781550,3027.417573,0,0,0,0,383,0,0,6309157.021,520813.5633,7.274085045,5.345247746,-702,-692
384,3726,781550,4082.609827,0,0,0,0,384,0,0,6309157.021,522038.5633,7.274085045,5.345247746,-722,-722
385,3726,781550,5212.619192,1,665.6018208,0.665601821,0.000851643,385,0,0,6309157.021,523263.5633,7.274085045,5.345247746,-704,-704
386,3726,781550,6377.800928,0,0,0,0,386,0,0,6309157.021,524488.5633,7.274085045,5.345247746,-614,-614
387,3726,781550,7561.913813,0,0,0,0,387,0,0,6309157.021,525713.5633,7.279105186,5.090938091,-442,-442
388,3726,781550,8727.583621,0,0,0,0,388,0,0,6309157.021,526938.5633,7.279105186,5.090938091,-122,-122
400,3726,781550,664.9880254,0,0,0,0,400,0,0,6309795.021,518363.5633,7.25372839,5.192373276,-357,-299
401,3726,781550,1889.709377,0,0,0,0,401,0,0,6309795.021,519588.5633,7.25372839,5.192373276,-586,-586
402,3726,781550,3114.430729,0,0,0,0,402,0,0,6309795.021,520813.5633,7.274085045,5.345247746,-702,-692
403,3726,781550,4339.18882,0,0,0,0,403,0,0,6309795.021,522038.5633,7.274085045,5.345247746,-722,-722
404,3726,781550,5463.349394,1,665.3042317,0.665304232,0.000851263,404,0,0,6309795.021,523263.5633,7.274085045,5.345247746,-704,-693.5
405,3726,781550,6584.309565,0,0,0,0,405,0,0,6309795.021,524488.5633,7.274085045,5.345247746,-614,-631
406,3726,781550,7736.881043,0,0,0,0,406,0,0,6309795.021,525713.5633,7.279105186,5.090938091,-442,-369
407,3726,781550,8908.803181,0,0,0,0,407,0,0,6309795.021,526938.5633,7.279105186,5.090938091,-122,-132.5
418,2426.630586,366105.9006,285.8643603,0,0,0,0,418,0,0,6310438.725,517463.8713,6.697955132,NA,-164,-76.5
419,3726,781550,870.4062929,0,0,0,0,419,0,0,6310433.021,518363.5633,7.25372839,5.192373276,-399,-341
420,3726,781550,1970.766235,0,0,0,0,420,0,0,6310433.021,519588.5633,7.25372839,5.192373276,-604,-629
421,3726,781550,3164.092601,0,0,0,0,421,0,0,6310433.021,520813.5633,7.274085045,5.345247746,-701,-694
422,3726,781550,4374.96222,1,417.67758,0.41767758,0.000534422,422,0,0,6310433.021,522038.5633,7.274085045,5.345247746,-709,-708.5
423,3726,781550,5591.99042,1,249.979928,0.249979928,0.000319851,423,0,0,6310433.021,523263.5633,7.274085045,5.345247746,-668,-649
424,3726,781550,6811.877076,0,0,0,0,424,0,0,6310433.021,524488.5633,7.274085045,5.345247746,-532,-555.5
425,3726,781550,7959.284142,0,0,0,0,425,0,0,6310433.021,525713.5633,7.279105186,5.090938091,-332,-264
426,3726,781550,9102.617749,0,0,0,0,426,0,0,6310433.021,526938.5633,7.279105186,5.090938091,-64,-70
437,2549.753386,405382.0738,316.4761851,0,0,0,0,437,0,0,6311076.172,517433.1172,6.697955132,NA,-209,-209
438,3726,781550,1242.126047,0,0,0,0,438,0,0,6311071.021,518363.5633,7.25372839,5.192373276,-443,-385
439,3726,781550,2238.245376,0,0,0,0,439,0,0,6311071.021,519588.5633,7.25372839,5.192373276,-636,-636
440,3726,781550,3337.260074,1,118.3994968,0.118399497,0.000151493,440,0,0,6311071.021,520813.5633,7.274085045,5.345247746,-705,-703.5
441,3726,781550,4501.790448,3,1288.802512,1.288802512,0.001649034,441,0,0,6311071.021,522038.5633,7.274085045,5.345247746,-704,-704
442,3726,781550,5691.764197,0,0,0,0,442,0,0,6311071.021,523263.5633,7.274085045,5.345247746,-633,-604
443,3726,781550,6894.018575,0,0,0,0,443,0,0,6311071.021,524488.5633,7.274085045,5.345247746,-424,-424
444,3726,781550,8103.089198,0,0,0,0,444,0,0,6311071.021,525713.5633,7.279105186,5.090938091,-231,-231
445,3726,781550,8608.428773,0,0,0,0,445,0,0,6311071.021,526938.5633,7.279105186,5.090938091,-18,-16
457,3958.918524,625793.162,164.0767753,0,0,0,0,457,0,0,6311751.39,517214.8575,6.697955132,NA,1,-104
458,3726,781550,1303.40281,0,0,0,0,458,0,0,6311709.021,518363.5633,7.25372839,5.192373276,-443,-385
459,3726,781550,2522.739616,0,0,0,0,459,0,0,6311709.021,519588.5633,7.25372839,5.192373276,-636,-636
460,3726,781550,3616.243301,1,655.4354363,0.655435436,0.000838635,460,0,0,6311709.021,520813.5633,7.274085045,5.345247746,-705,-703.5
461,3726,781550,4712.327243,3,2041.785723,2.041785723,0.002612483,461,0,0,6311709.021,522038.5633,7.274085045,5.345247746,-704,-704
462,3726,781550,5859.700546,0,0,0,0,462,0,0,6311709.021,523263.5633,7.274085045,5.345247746,-633,-604
463,3726,781550,7033.306685,0,0,0,0,463,0,0,6311709.021,524488.5633,7.274085045,5.345247746,-424,-458.5
464,3726,781550,7617.907582,0,0,0,0,464,0,0,6311709.021,525713.5633,7.279105186,5.090938091,-231,-171
477,3726,781550,568.1410935,0,0,0,0,477,0,0,6312347.021,517138.5633,6.697955132,NA,-160,-213.5
478,3726,781550,1431.297309,0,0,0,0,478,0,0,6312347.021,518363.5633,7.25372839,5.192373276,-491,-436
479,3726,781550,2603.015495,0,0,0,0,479,0,0,6312347.021,519588.5633,7.25372839,5.192373276,-657,-671
480,3726,781550,3808.414021,2,1264.252062,1.264252062,0.001617621,480,2.424277069,1,6312347.021,520813.5633,7.274085045,5.345247746,-703,-705.5
481,3726,781550,4996.001087,3,1428.16473,1.42816473,0.001827349,481,0,0,6312347.021,522038.5633,7.274085045,5.345247746,-691,-694
482,3726,781550,6090.163322,0,0,0,0,482,0,0,6312347.021,523263.5633,7.274085045,5.345247746,-589,-531.5
483,3726,781550,6765.746369,0,0,0,0,483,0,0,6312347.021,524488.5633,7.274085045,5.345247746,-303,-343.5
484,3726,781550,7002.962873,0,0,0,0,484,0,0,6312347.021,525713.5633,7.279105186,5.090938091,-137,-100
497,3726,781550,663.8620691,0,0,0,0,497,0,0,6312985.021,517138.5633,NA,NA,-207,-264.5
498,3726,781550,1780.745069,0,0,0,0,498,0,0,6312985.021,518363.5633,7.025331974,5.828404903,-530,-482
499,3726,781550,2810.361308,0,0,0,0,499,0,0,6312985.021,519588.5633,7.025331974,5.828404903,-661,-661
500,3726,781550,3953.031541,2,1318.620519,1.318620519,0.001687186,500,0,0,6312985.021,520813.5633,6.913230419,5.887671471,-694,-697.5
501,3726,781550,5133.813013,2,1372.821579,1.372821579,0.001756537,501,0,0,6312985.021,522038.5633,6.913230419,5.887671471,-671,-671
502,3726,781550,6075.995826,0,0,0,0,502,0,0,6312985.021,523263.5633,6.913230419,5.887671471,-566,-490.5
503,3726,781550,6131.752196,0,0,0,0,503,0,0,6312985.021,524488.5633,6.913230419,5.887671471,-203,-203
504,3726,781550,6392.538625,0,0,0,0,504,0,0,6312985.021,525713.5633,6.858999252,6.139988899,-68,-52
518,3726,781550,708.1284267,0,0,0,0,518,0,0,6313623.021,517138.5633,NA,NA,-207,-207
519,3726,781550,1929.862122,0,0,0,0,519,0,0,6313623.021,518363.5633,7.025331974,5.828404903,-530,-530
520,3726,781550,3136.0261,0,0,0,0,520,1.837946275,1,6313623.021,519588.5633,7.025331974,5.828404903,-661,-661
521,3726,781550,4190.821803,3,1677.598447,1.677598447,0.002146502,521,0,0,6313623.021,520813.5633,6.913230419,5.887671471,-694,-697.5
522,3726,781550,5319.075584,2,1003.050098,1.003050098,0.001283411,522,0,0,6313623.021,522038.5633,6.913230419,5.887671471,-671,-671
523,3726,781550,5438.602475,0,0,0,0,523,0,0,6313623.021,523263.5633,6.913230419,5.887671471,-566,-490.5
524,3726,781550,5498.684758,0,0,0,0,524,0,0,6313623.021,524488.5633,6.913230419,5.887671471,-203,-203
525,3726,781550,5788.065233,0,0,0,0,525,0,0,6313623.021,525713.5633,6.858999252,6.139988899,-68,-68
538,3902.913686,738306.1297,313.0469179,0,0,0,0,538,0,0,6314276.518,515895.3418,NA,NA,5,8.5
539,3726,781550,761.4039924,0,0,0,0,539,0,0,6314261.021,517138.5633,NA,NA,-273,-327
540,3726,781550,1976.454932,0,0,0,0,540,0,0,6314261.021,518363.5633,7.025331974,5.828404903,-570,-532
541,3726,781550,3198.155103,0,0,0,0,541,0,0,6314261.021,519588.5633,7.025331974,5.828404903,-671,-679
542,3726,781550,4419.888798,3,2025.804171,2.025804171,0.002592034,542,0,0,6314261.021,520813.5633,6.913230419,5.887671471,-680,-690
543,3726,781550,5016.752787,1,645.7526492,0.645752649,0.000826246,543,0,0,6314261.021,522038.5633,6.913230419,5.887671471,-652,-652
