"","grid_ID","cell_length","cell_area","dist_shore_m","num_trks","trk_length_sum_m","trk_length_sum_km","stand_trk_length_m"
"134",134,3726,781550,2103.29690684,0,0,0,0
"135",135,3726,781550,3277.07514134,0,0,0,0
"136",136,3726,781550,4364.90150617,0,0,0,0
"137",137,3726,781550,5386.49933451,0,0,0,0
"138",138,3726,781550,6422.84018417,1,660.50671123,0.66050671123,0.00084512406273431
"139",139,3726,781550,7495.40921531,0,0,0,0
"140",140,3726,781550,7470.4184131,0,0,0,0
"141",141,3726,781550,6272.93136405,0,0,0,0
"142",142,3726,781550,5088.55918009,0,0,0,0
"143",143,3726,781550,3929.1794513,0,0,0,0
"144",144,3726,781550,2796.01220844,0,0,0,0
"145",145,3726,781550,1663.26849633,0,0,0,0
"146",146,3589.59427754,746445.411776,558.008974997,0,0,0,0
"147",147,981.80502553,33629.0306574,56.2184078852,0,0,0,0
"148",148,1944.32271065,195226.992305,151.477022753,0,0,0,0
"149",149,2597.04506737,149894.077303,80.5118957698,0,0,0,0
"150",150,3314.13520875,569334.215649,270.294150471,0,0,0,0
"151",151,2426.61633023,249572.248859,148.807902613,0,0,0,0
"152",152,3492.3100055,405623.936773,4.69816502454,0,0,0,0
"153",153,3726,781550,950.247647311,0,0,0,0
"154",154,3726,781550,2130.05926297,0,0,0,0
"155",155,3726,781550,3340.64295119,0,0,0,0
"156",156,3726,781550,4558.93498428,0,0,0,0
"157",157,3726,781550,5732.07749028,0,0,0,0
"158",158,3726,781550,6762.8925645,1,665.377362175,0.665377362175,0.000851356102840509
"159",159,3726,781550,7801.37075336,0,0,0,0
"160",160,3726,781550,7619.36556871,0,0,0,0
"161",161,3726,781550,6449.59287869,0,0,0,0
"162",162,3726,781550,5304.40151238,0,0,0,0
"163",163,3726,781550,4171.65780027,0,0,0,0
"164",164,3726,781550,3038.92759392,0,0,0,0
"165",165,3726,781550,1906.255351,0,0,0,0
"166",166,3726,781550,806.690895496,0,0,0,0
"167",167,3352.83871203,556313.362502,257.276178394,0,0,0,0
"168",168,2568.62734003,198484.582403,136.481933538,0,0,0,0
"169",169,3288.7253808,434597.698606,245.371143922,0,0,0,0
"170",170,2455.7698926,250644.07678,161.051924117,0,0,0,0
"171",171,3306.46969401,501144.916372,209.68340821,0,0,0,0
"172",172,1474.29873858,63581.8831935,65.1224794176,0,0,0,0
"173",173,2534.45981154,382922.403714,265.189290327,0,0,0,0
"174",174,3726,781550,1017.81976103,0,0,0,0
"175",175,3726,781550,2214.22249101,0,0,0,0
"176",176,3726,781550,3430.86802623,0,0,0,0
"177",177,3726,781550,4651.90064244,0,0,0,0
"178",178,3726,781550,5859.73665277,1,244.515159881,0.244515159881,0.000312859266689271
"179",179,3726,781550,7068.45149261,1,420.979284184,0.420979284184,0.000538646643444437
"180",180,3726,781550,8139.28579448,0,0,0,0
"181",181,3726,781550,7817.69787549,0,0,0,0
"182",182,3726,781550,6680.04710421,0,0,0,0
"183",183,3726,781550,5547.3033921,0,0,0,0
"184",184,3726,781550,4414.59210114,0,0,0,0
"185",185,3726,781550,3281.91985822,0,0,0,0
"186",186,3726,781550,2177.89608242,0,0,0,0
"187",187,3726,781550,1304.9523542,0,0,0,0
"188",188,3726,781550,693.598884061,0,0,0,0
"189",189,3833.1133652,759322.086713,353.790918233,0,0,0,0
"190",190,3720.48131258,781483.762627,497.078040043,0,0,0,0
"191",191,1111.53813181,69362.6329451,115.033852941,0,0,0,0
"192",192,3102.79443135,480973.373561,301.965101684,0,0,0,0
"193",193,2467.99793881,345744.255346,242.340297333,0,0,0,0
"194",194,3726,781550,1016.41388703,0,0,0,0
"195",195,3726,781550,2213.57659987,0,0,0,0
"196",196,3726,781550,3430.45121481,0,0,0,0
"197",197,3726,781550,4651.59324436,0,0,0,0
"198",198,3726,781550,5874.34199589,1,667.530490384,0.667530490384,0.000854111049048685
"199",199,3726,781550,7092.4110155,0,0,0,0
"200",200,3726,781550,8300.52514672,0,0,0,0
"201",201,3726,781550,8055.69269603,0,0,0,0
"202",202,3726,781550,6922.94898393,0,0,0,0
"203",203,3726,781550,5790.25660835,0,0,0,0
"204",204,3726,781550,4657.59283352,0,0,0,0
"205",205,3726,781550,3556.83152409,0,0,0,0
"206",206,3726,781550,2571.027028,0,0,0,0
"207",207,3726,781550,1857.82088587,0,0,0,0
"208",208,3726,781550,1246.46741573,0,0,0,0
"209",209,3726,781550,883.592880539,0,0,0,0
"210",210,3726,781550,900.858835547,0,0,0,0
"211",211,833.651262226,970.801710455,1.56814872655,0,0,0,0
"212",212,3122.92920315,583601.549154,404.536743559,0,0,0,0
"213",213,3726,781550,1061.19732264,0,0,0,0
"214",214,3726,781550,2171.70749781,0,0,0,0
"215",215,3726,781550,3362.6978982,0,0,0,0
"216",216,3726,781550,4571.6967149,0,0,0,0
"217",217,3726,781550,5787.42901049,1,666.328195815,0.666328195815,0.000852572702725353
"218",218,3726,781550,7006.39052936,0,0,0,0
"219",219,3726,781550,8227.14603909,0,0,0,0
"220",220,3726,781550,8298.59457576,0,0,0,0
"221",221,3726,781550,7165.92111557,0,0,0,0
"222",222,3726,781550,6034.69785058,0,0,0,0
"223",223,3726,781550,4937.02416803,0,0,0,0
"224",224,3726,781550,3915.62091164,0,0,0,0
"225",225,3726,781550,3048.14970295,0,0,0,0
"226",226,3726,781550,2410.68941754,0,0,0,0
"227",227,3726,781550,1801.59003431,0,0,0,0
"228",228,3726,781550,1503.34775807,0,0,0,0
"229",229,3726,781550,891.562135966,0,0,0,0
"230",230,3265.39324037,339883.323653,54.2218135751,0,0,0,0
"231",231,3726,781550,852.902101506,0,0,0,0
"232",232,3726,781550,2077.88731485,0,0,0,0
"233",233,3726,781550,3302.88349654,0,0,0,0
"234",234,3726,781550,4527.88174428,0,0,0,0
"235",235,3726,781550,5752.88073826,1,666.546822617,0.666546822617,0.000852852437613716
"236",236,3726,781550,6973.10222529,0,0,0,0
"237",237,3726,781550,8184.56200208,0,0,0,0
"238",238,3726,781550,8541.58562278,0,0,0,0
"239",239,3726,781550,7413.32066572,0,0,0,0
"240",240,3726,781550,6317.65009958,0,0,0,0
"241",241,3726,781550,5279.14124348,0,0,0,0
"242",242,3726,781550,4339.03350489,0,0,0,0
"243",243,3726,781550,3575.79938538,0,0,0,0
"244",244,3726,781550,2963.55794921,0,0,0,0
"245",245,3726,781550,2387.41178252,0,0,0,0
"246",246,3726,781550,1898.67004137,0,0,0,0
"247",247,3726,781550,674.788642221,0,0,0,0
"248",248,1882.3357471,205513.053396,167.855262728,0,0,0,0
"249",249,3726,781550,881.354146281,0,0,0,0
"250",250,3726,781550,2040.32302686,0,0,0,0
"251",251,3726,781550,3243.58113443,0,0,0,0
"252",252,3726,781550,4458.69589648,0,0,0,0
"253",253,3726,781550,5678.06037472,1,669.25051111,0.66925051111,0.000856311830477897
"254",254,3726,781550,6899.42172509,0,0,0,0
"255",255,3726,781550,8121.8791337,0,0,0,0
"256",256,3726,781550,8792.74737711,0,0,0,0
"257",257,3726,781550,7698.47620803,0,0,0,0
"258",258,3726,781550,6649.95604599,0,0,0,0
"259",259,3726,781550,5672.61358648,0,0,0,0
"260",260,3726,781550,4810.0337202,0,0,0,0
"261",261,3726,781550,4127.77995103,0,0,0,0
"262",262,3726,781550,3516.42648089,0,0,0,0
"263",263,3726,781550,2994.63376507,0,0,0,0
"264",264,3726,781550,1871.41128498,0,0,0,0
"265",265,3726,781550,647.529885829,0,0,0,0
"266",266,1624.90273617,93561.6180073,65.2449728305,0,0,0,0
"267",267,3726,781550,751.219429022,0,0,0,0
"268",268,3726,781550,1975.36752779,0,0,0,0
"269",269,3726,781550,3199.51562656,0,0,0,0
"270",270,3726,781550,4423.66372533,0,0,0,0
"271",271,3726,781550,5647.8118241,1,666.943028257,0.666943028257,0.000853359386164673
"272",272,3726,781550,6871.95992287,0,0,0,0
"273",273,3726,781550,8096.10802164,0,0,0,0
"274",274,3726,781550,9079.41116321,0,0,0,0
"275",275,3726,781550,8024.32779481,0,0,0,0
"276",276,3726,781550,7024.61501055,0,0,0,0
"277",277,3726,781550,6107.52368267,0,0,0,0
"278",278,3726,781550,5315.98768079,0,0,0,0
"279",279,3726,781550,4680.6484827,0,0,0,0
"280",280,3726,781550,4069.29501256,0,0,0,0
"281",281,3726,781550,3122.86016414,0,0,0,0
"282",282,3726,781550,1905.37381474,0,0,0,0
"283",283,3726,781550,680.974679023,0,0,0,0
"284",284,1991.39542563,150183.447593,99.9354507361,0,0,0,0
"285",285,3726,781550,739.281465152,0,0,0,0
"286",286,3726,781550,1959.63528399,0,0,0,0
"287",287,3726,781550,3183.55992684,0,0,0,0
"288",288,3726,781550,4408.08202843,1,60.6444642449,0.0606444642449,7.7595117708272e-05
"289",289,3726,781550,5632.81195593,1,607.035547794,0.607035547794,0.000776707245594012
"290",290,3726,781550,6857.63836116,0,0,0,0
"291",291,3726,781550,8082.51738346,0,0,0,0
"292",292,3726,781550,9307.42824928,0,0,0,0
"293",293,3726,781550,8386.13291043,0,0,0,0
"294",294,3726,781550,7435.22727826,0,0,0,0
"295",295,3726,781550,6575.65465693,0,0,0,0
"296",296,3726,781550,5847.8298244,0,0,0,0
"297",297,3726,781550,5233.51701437,0,0,0,0
"298",298,3726,781550,4389.21323136,0,0,0,0
"299",299,3726,781550,3168.16322546,0,0,0,0
"300",300,3726,781550,1950.39362803,0,0,0,0
"301",301,3726,781550,756.348058334,0,0,0,0
"302",302,2327.88292967,341228.782701,268.201608005,0,0,0,0
"303",303,3726,781550,1036.50188445,0,0,0,0
"304",304,3726,781550,2093.01700162,0,0,0,0
"305",305,3726,781550,3267.35420954,0,0,0,0
"306",306,3726,781550,4468.97492633,1,665.918745312,0.665918745312,0.000852048807257373
"307",307,3726,781550,5680.59154082,0,0,0,0
"308",308,3726,781550,6896.93798835,0,0,0,0
"309",309,3726,781550,8115.8879352,0,0,0,0
"310",310,3726,781550,9336.42170953,0,0,0,0
"311",311,3726,781550,8779.44769472,0,0,0,0
"312",312,3726,781550,7876.17174217,0,0,0,0
"313",313,3726,781550,7070.41093573,0,0,0,0
"314",314,3726,781550,6397.73901618,0,0,0,0
"315",315,3726,781550,5679.6556945,0,0,0,0
"316",316,3726,781550,4474.68053487,0,0,0,0
"317",317,3726,781550,3284.55369423,0,0,0,0
"318",318,3726,781550,2134.26100826,0,0,0,0
"319",319,3726,781550,1150.25959351,0,0,0,0
"320",320,2134.73686509,99906.4877215,0,0,0,0,0
"321",321,3661.11914973,486069.306829,171.875097129,0,0,0,0
"322",322,3726,781550,1205.75909871,0,0,0,0
"323",323,3726,781550,2394.86072494,0,0,0,0
"324",324,3726,781550,3468.46381751,0,0,0,0
"325",325,3726,781550,4618.04878871,1,666.445253509,0.666445253509,0.000852722479059561
"326",326,3726,781550,5798.59965651,0,0,0,0
"327",327,3726,781550,6994.45432739,0,0,0,0
"328",328,3726,781550,8198.91911776,0,0,0,0
"329",329,3726,781550,9408.68790327,0,0,0,0
"330",330,3726,781550,9200.23186975,0,0,0,0
"331",331,3726,781550,8342.64022628,0,0,0,0
"332",332,3726,781550,7586.58522875,0,0,0,0
"333",333,3726,781550,6950.60754785,0,0,0,0
"334",334,3726,781550,5815.80704246,0,0,0,0
"335",335,3726,781550,4646.27685747,0,0,0,0
"336",336,3726,781550,3514.74262463,0,0,0,0
"337",337,3726,781550,2473.90234215,0,0,0,0
"338",338,3726,781550,1699.47635452,0,0,0,0
"339",339,307.809026529,2309.84306484,11.0866726162,0,0,0,0
"340",340,3689.15635528,735076.626544,228.523886782,0,0,0,0
"341",341,3726,781550,502.429341669,0,0,0,0
"342",342,3726,781550,1323.91456989,0,0,0,0
"343",343,3726,781550,2500.78900065,0,0,0,0
"344",344,3726,781550,3708.96096813,0,0,0,0
"345",345,3726,781550,4847.17446949,1,664.847959076,0.664847959076,0.000850678726986117
"346",346,3726,781550,5982.68198213,0,0,0,0
"347",347,3726,781550,7147.80505196,0,0,0,0
"348",348,3726,781550,8330.12607482,0,0,0,0
"349",349,3726,781550,9523.24176863,0,0,0,0
"350",350,3726,781550,9644.89082831,0,0,0,0
"351",351,3726,781550,8830.58880132,0,0,0,0
"352",352,3726,781550,8120.09409218,0,0,0,0
"353",353,3726,781550,7172.15415487,0,0,0,0
"354",354,3726,781550,6016.87811928,0,0,0,0
"355",355,3726,781550,4895.62042885,0,0,0,0
"356",356,3726,781550,3838.31036584,0,0,0,0
"357",357,3726,781550,2915.37365454,0,0,0,0
"358",358,3726,781550,2295.08837013,0,0,0,0
"359",359,2056.29554355,151348.432374,108.22944009,0,0,0,0
"360",360,3920.93869502,592692.505176,181.824489199,0,0,0,0
"361",361,3726,781550,765.469857044,0,0,0,0
"362",362,3726,781550,1673.72684633,0,0,0,0
"363",363,3726,781550,2702.32444268,0,0,0,0
"364",364,3726,781550,3847.72702136,0,0,0,0
"365",365,3726,781550,5030.77519556,1,664.214395939,0.664214395939,0.000849868077460175
"366",366,3726,781550,6226.98140531,0,0,0,0
"367",367,3726,781550,7353.49786045,0,0,0,0
"368",368,3726,781550,8507.2800674,0,0,0,0
"369",369,3726,781550,9678.58189544,0,0,0,0
"370",370,3726,781550,10110.2749578,0,0,0,0
"371",371,3726,781550,9336.65032069,0,0,0,0
"372",372,3726,781550,8536.46981411,0,0,0,0
"373",373,3726,781550,7391.42029439,0,0,0,0
"374",374,3726,781550,6276.63293888,0,0,0,0
"375",375,3726,781550,5211.5638853,0,0,0,0
"376",376,3726,781550,4233.9018897,0,0,0,0
"377",377,3726,781550,3419.45935679,0,0,0,0
"378",378,3726,781550,2908.73329369,0,0,0,0
"379",379,844.935556091,19064.7238298,54.0470341363,0,0,0,0
"380",380,1781.44733025,50517.554935,0,0,0,0,0
"381",381,3726,781550,678.595295818,0,0,0,0
"382",382,3726,781550,1903.31664767,0,0,0,0
"383",383,3726,781550,3027.41757299,0,0,0,0
"384",384,3726,781550,4082.60982689,0,0,0,0
"385",385,3726,781550,5212.61919154,1,665.601820838,0.665601820838,0.000851643299645576
"386",386,3726,781550,6377.8009277,0,0,0,0
"387",387,3726,781550,7561.9138127,0,0,0,0
"388",388,3726,781550,8727.58362137,0,0,0,0
"389",389,3726,781550,9872.78325648,0,0,0,0
"390",390,3726,781550,10593.653211,0,0,0,0
"391",391,3726,781550,9858.03569905,0,0,0,0
"392",392,3726,781550,8768.05016149,0,0,0,0
"393",393,3726,781550,7657.70727538,0,0,0,0
"394",394,3726,781550,6588.13386298,0,0,0,0
"395",395,3726,781550,5582.8115567,0,0,0,0
"396",396,3726,781550,4683.30139525,0,0,0,0
"397",397,3726,781550,3962.33378703,0,0,0,0
"398",398,3726,781550,3531.02196551,0,0,0,0
"399",399,2888.29146322,262912.189492,160.165784462,0,0,0,0
"400",400,3726,781550,664.988025438,0,0,0,0
"401",401,3726,781550,1889.70937729,0,0,0,0
"402",402,3726,781550,3114.43072914,0,0,0,0
"403",403,3726,781550,4339.18881961,0,0,0,0
"404",404,3726,781550,5463.34939426,1,665.304231667,0.665304231667,0.000851262531721579
"405",405,3726,781550,6584.3095645,0,0,0,0
"406",406,3726,781550,7736.88104332,0,0,0,0
"407",407,3726,781550,8908.80318089,0,0,0,0
"408",408,3726,781550,10055.0062489,0,0,0,0
"409",409,3726,781550,10335.7923488,0,0,0,0
"410",410,3726,781550,10145.9179624,0,0,0,0
"411",411,3726,781550,9038.81509831,0,0,0,0
"412",412,3726,781550,7966.30124101,0,0,0,0
"413",413,3726,781550,6944.42096532,0,0,0,0
"414",414,3726,781550,5999.10490196,0,0,0,0
"415",415,3726,781550,5172.50294402,0,0,0,0
"416",416,3726,781550,4530.07326507,0,0,0,0
"417",417,3726,781550,4135.94846041,0,0,0,0
"418",418,2426.63058613,366105.9006,285.864360332,0,0,0,0
"419",419,3726,781550,870.406292915,0,0,0,0
"420",420,3726,781550,1970.76623451,0,0,0,0
"421",421,3726,781550,3164.09260095,0,0,0,0
"422",422,3726,781550,4374.96221969,1,417.677580008,0.417677580008,0.000534422084329857
"423",423,3726,781550,5591.99042024,1,249.979928002,0.249979928002,0.000319851484872369
"424",424,3726,781550,6811.87707584,0,0,0,0
"425",425,3726,781550,7959.28414157,0,0,0,0
"426",426,3726,781550,9102.61774896,0,0,0,0
"427",427,3726,781550,9427.09361881,0,0,0,0
"428",428,3726,781550,9726.02420876,0,0,0,0
"429",429,3726,781550,9787.57205674,0,0,0,0
"430",430,3726,781550,9345.35933651,0,0,0,0
"431",431,3726,781550,8312.49169682,0,0,0,0
"432",432,3726,781550,7338.9744032,0,0,0,0
"433",433,3726,781550,6451.73018437,0,0,0,0
"434",434,3726,781550,5691.25201102,0,0,0,0
"435",435,3726,781550,5114.40382978,0,0,0,0
"436",436,3726,781550,4733.92740935,0,0,0,0
"437",437,2549.75338613,405382.0738,316.476185073,0,0,0,0
"438",438,3726,781550,1242.1260466,0,0,0,0
"439",439,3726,781550,2238.24537585,0,0,0,0
"440",440,3726,781550,3337.2600736,1,118.39949682,0.11839949682,0.000151493182547502
"441",441,3726,781550,4501.79044772,3,1288.80251236,1.28880251236,0.00164903398676988
"442",442,3726,781550,5691.76419675,0,0,0,0
"443",443,3726,781550,6894.01857466,0,0,0,0
"444",444,3726,781550,8103.08919759,0,0,0,0
"445",445,3726,781550,8608.42877255,0,0,0,0
"446",446,3726,781550,8800.63210963,0,0,0,0
"447",447,3726,781550,9120.11942579,0,0,0,0
"448",448,3726,781550,9150.40992857,0,0,0,0
"449",449,3726,781550,9114.61133624,0,0,0,0
"450",450,3726,781550,8691.78744314,0,0,0,0
"451",451,3726,781550,7765.96394776,0,0,0,0
"452",452,3726,781550,6933.57578158,0,0,0,0
"453",453,3726,781550,6232.17459641,0,0,0,0
"454",454,3726,781550,5710.23443312,0,0,0,0
"455",455,3726,781550,5341.17550421,0,0,0,0
"456",456,2223.66362891,313809.619719,240.083950056,0,0,0,0
"457",457,3958.91852447,625793.161992,164.076775316,0,0,0,0
"458",458,3726,781550,1303.40280989,0,0,0,0
"459",459,3726,781550,2522.73961631,0,0,0,0
"460",460,3726,781550,3616.24330075,1,655.435436323,0.655435436323,0.000838635322529589
"461",461,3726,781550,4712.32724315,3,2041.78572295,2.04178572295,0.00261248253208368
"462",462,3726,781550,5859.7005455,0,0,0,0
"463",463,3726,781550,7033.30668457,0,0,0,0
"464",464,3726,781550,7617.90758214,0,0,0,0
"465",465,3726,781550,8007.62400146,0,0,0,0
"466",466,3726,781550,8175.95529345,0,0,0,0
"467",467,3726,781550,8518.90238071,0,0,0,0
"468",468,3726,781550,8513.2478004,0,0,0,0
"469",469,3726,781550,8476.83752854,0,0,0,0
"470",470,3726,781550,8598.30207204,0,0,0,0
"471",471,3726,781550,8220.33665886,0,0,0,0
"472",472,3726,781550,7438.96577933,0,0,0,0
"473",473,3726,781550,6789.97341285,0,0,0,0
"474",474,3726,781550,6314.3104159,0,0,0,0
"475",475,3726,781550,5954.85774948,0,0,0,0
"476",476,2339.86814688,219827.439939,125.222175165,0,0,0,0
"477",477,3726,781550,568.141093452,0,0,0,0
"478",478,3726,781550,1431.29730851,0,0,0,0
"479",479,3726,781550,2603.01549527,0,0,0,0
"480",480,3726,781550,3808.41402055,2,1264.25206179,1.26425206179,0.00161762147244578
"481",481,3726,781550,4996.00108667,3,1428.16473049,1.42816473049,0.00182734915295247
"482",482,3726,781550,6090.16332247,0,0,0,0
"483",483,3726,781550,6765.74636889,0,0,0,0
"484",484,3726,781550,7002.96287302,0,0,0,0
"485",485,3726,781550,7370.97344861,0,0,0,0
"486",486,3726,781550,7553.50596689,0,0,0,0
"487",487,3726,781550,7923.44023789,0,0,0,0
"488",488,3726,781550,7876.08567223,0,0,0,0
"489",489,3726,781550,7839.10053258,0,0,0,0
"490",490,3726,781550,7970.28990669,0,0,0,0
"491",491,3726,781550,8282.55970298,0,0,0,0
"492",492,3726,781550,7963.41877671,0,0,0,0
"493",493,3726,781550,7360.81284196,0,0,0,0
"494",494,3726,781550,6924.47418765,0,0,0,0
"495",495,3726,781550,6573.17228333,0,0,0,0
"496",496,1555.54888115,57274.5814509,24.4473126282,0,0,0,0
